-358.01	555.25	66.618	-390.23	544.58	57.471	-495.13	598.64	86.698	-280.29	871.51	129.13	-454.7	612.5	76.722	-397.37	611.58	81.69	-463.15	642.24	90.846	-483.55	621.74	112.78	-329.51	546.89	75.093
-348.05	566.75	63.201	-379.02	552.25	54.926	-491.07	600.11	84.952	-273.31	872.08	131.69	-450.86	614.13	75.494	-393.1	615.27	80.164	-459.85	643.95	89.685	-479.53	622.49	111.5	-316.52	564	71.024
-337.73	577.07	59.641	-368.42	560.3	52.001	-487.91	602.57	83.003	-266.99	873.78	133.74	-446.84	615.89	74.174	-389.28	619.25	78.328	-455.78	644.79	88.969	-475.63	623.57	110.23	-305.86	581.02	65.481
-328.11	587.05	55.496	-357.72	567.22	49.27	-484.45	604.88	81.264	-261.02	876.21	135.44	-442.48	617.45	73.01	-386.13	623.77	76.052	-451.68	645.75	88.294	-471.89	625.11	108.97	-297.24	597.2	58.928
-319.15	596.45	50.717	-347.12	573.21	46.53	-480.47	606.86	79.818	-254.18	877.68	137.53	-438.18	619.44	71.862	-383.11	628.34	73.48	-448.08	647.61	87.374	-468.23	626.96	107.77	-290.12	611.72	51.786
-310.75	604.82	45.143	-337.64	579.58	42.975	-475.6	607.95	78.862	-246.47	878.26	139.97	-434.54	622.57	70.494	-379.53	632.32	70.983	-444.59	649.91	86.425	-464.27	628.62	106.81	-283.75	623.73	44.35
-303.01	611.87	38.554	-329.93	586.47	38.264	-470.24	608.63	78.225	-238.47	878.62	142.46	-431.19	626.27	69.051	-375.09	635.57	68.75	-440.87	652.2	85.648	-459.86	629.96	106.13	-277.29	632.4	36.747
-296.17	617.35	31.038	-323.93	592.86	32.701	-464.98	609.71	77.595	-230.43	878.87	144.91	-427.02	629.07	67.957	-370.06	638.38	66.649	-437.03	654.6	85.018	-455.44	631.59	105.46	-270.3	637.07	28.863
-290.58	621.15	23.184	-319.59	598.28	26.604	-460.21	611.8	76.714	-222.18	878.5	147.49	-421.76	630.74	67.304	-364.75	641.05	64.503	-432.82	656.8	84.638	-451.18	633.74	104.71	-263.54	637.94	21.188
-286.81	623.6	16.708	-316.72	602.07	20.877	-455.5	614.32	75.783	-214.03	877.88	150.08	-415.99	632.18	66.834	-359.21	643.63	62.394	-428.11	658.64	84.537	-446.66	635.82	104.08	-258.56	636.76	15.335
-285.35	625.24	13.535	-315.24	603.58	16.813	-450.29	616.48	75.139	-206.58	877.93	152.37	-410.28	634.11	66.307	-353.63	646.36	60.603	-423.67	661.06	84.358	-441.43	637.3	103.79	-256.28	636.17	12.707
-285.93	626.33	13.489	-315.18	603.43	14.859	-444.79	618.41	74.756	-199.58	878.33	154.54	-404.62	636.37	65.841	-348.41	649.51	59.358	-420.08	664.8	83.832	-435.7	638.48	103.74	-256.24	637.3	12.907
-287.44	626.84	14.422	-316.01	602.69	14.404	-439.53	620.65	74.471	-192.73	878.64	156.79	-399.19	638.93	65.551	-343.72	652.72	58.741	-416.49	668.69	83.406	-430.34	640.39	103.58	-257.24	638.97	13.942
-288.67	626.75	14.4	-316.9	602.03	14.414	-434.86	623.53	74.256	-186.16	879.19	159.05	-394.68	642.34	65.275	-339.32	655.18	58.662	-411.89	671.31	83.669	-425.66	643.29	103.32	-258.39	639.6	14.287
-289.19	626.3	13.59	-317.36	601.33	14.419	-430.61	626.76	74.243	-180.01	880.2	161.15	-391.2	646.47	64.994	-334.82	656.43	58.855	-406.16	672.52	84.742	-421.24	646.35	103.4	-259.28	639.01	13.869
-289.28	625.78	12.958	-317.52	600.68	14.373	-426.41	629.81	74.598	-174.14	881.56	163.02	-387.97	650.35	64.98	-330.06	656.67	59.116	-400.26	673.54	86.145	-416.64	648.75	104.14	-259.77	638.19	13.258
-289.28	625.39	12.669	-317.72	600.46	14.238	-421.99	632.47	75.396	-168.42	883.09	164.66	-383.94	652.9	65.63	-325.24	656.51	59.364	-395.43	676.03	87.19	-412.11	650.89	105.35	-260.05	637.72	12.83
-289.4	625.24	12.489	-318.06	600.62	14.117	-417.4	634.95	76.547	-162.84	884.82	166.08	-379.18	654.5	66.802	-320.57	656.44	59.552	-391.63	679.95	87.807	-408.57	654.3	106.3	-260.31	637.52	12.57
-289.57	625.18	12.218	-318.58	601.06	14.079	-412.86	637.67	77.873	-157.41	886.8	167.32	-374.36	656.25	67.974	-316.03	656.48	59.633	-387.72	683.91	88.477	-405.78	659.01	106.86	-260.55	637.25	12.351
-289.65	624.99	11.877	-319.17	601.63	14.152	-408.37	640.66	79.282	-152.17	889.14	168.33	-369.73	658.56	68.883	-311.48	656.37	59.58	-382.74	686.69	89.619	-402.35	663.4	107.58	-260.76	636.85	12.13
-289.6	624.58	11.558	-319.71	602.22	14.364	-403.42	643.24	80.995	-147.24	892.09	168.96	-365.16	661.15	69.627	-306.96	656.04	59.395	-377.04	688.73	91.077	-397.5	666.46	108.86	-260.97	636.47	11.918
-289.48	624.01	11.296	-320.15	602.78	14.725	-398.07	645.45	82.978	-142.46	895.56	169.23	-360.31	663.25	70.592	-302.47	655.23	59.28	-371.38	691	92.484	-391.73	668.87	110.49	-261.2	636.2	11.693
-289.35	623.42	11.073	-320.59	603.41	15.175	-393.38	648.47	84.699	-137.41	899.02	169.38	-355.15	664.74	71.861	-298	653.82	59.343	-365.85	693.54	93.78	-385.88	671.47	112.12	-261.47	636.01	11.404
-289.22	622.92	10.846	-321.03	604.13	15.721	-389.83	652.82	85.871	-131.88	902.21	169.55	-349.93	665.94	73.253	-293.83	652.48	59.288	-360.31	696.05	95.028	-379.94	673.83	113.77	-261.75	635.91	11.051
-289.04	622.56	10.648	-321.29	604.77	16.518	-386.61	657.51	86.865	-126.05	905.32	169.64	-344.84	667.29	74.528	-290.21	651.82	58.849	-354.68	698.5	96.229	-373.74	675.59	115.55	-261.95	635.82	10.731
-288.75	622.29	10.582	-321.24	605.23	17.631	-382.59	661.26	88.211	-120.24	908.69	169.51	-340.04	669.32	75.453	-287.06	651.8	58.115	-349	701.01	97.344	-367.62	677.33	117.31	-261.98	635.63	10.558
-288.31	622.06	10.646	-320.86	605.55	18.997	-377.86	664.29	89.806	-114.46	912.29	169.22	-335.32	671.73	76.15	-283.87	651.56	57.567	-343.31	703.56	98.36	-361.94	679.75	118.82	-261.83	635.3	10.547
-287.73	621.93	10.674	-320.15	605.74	20.552	-373.01	667.3	91.296	-108.62	915.92	168.84	-330.44	673.91	76.853	-280.39	650.72	57.377	-337.69	706.15	99.233	-356.6	682.71	120.09	-261.56	634.94	10.622
-287.03	621.85	10.589	-319.09	605.82	22.292	-368.17	670.38	92.602	-102.67	919.55	168.31	-325.28	675.44	77.728	-276.81	649.73	57.331	-332.14	708.79	99.959	-351.32	685.78	121.22	-261.23	634.59	10.717
-286.21	621.65	10.515	-317.82	606.03	24.127	-363.25	673.36	93.799	-96.61	923.09	167.59	-320.12	676.93	78.576	-273.24	648.7	57.383	-326.4	711.08	100.7	-346.03	688.86	122.17	-260.86	634.25	10.813
-285.32	621.42	10.496	-316.52	606.64	25.878	-358.21	676.18	94.924	-90.427	926.41	166.7	-315.21	679.04	79.117	-269.81	647.94	57.467	-320.26	712.68	101.61	-340.74	692	122.91	-260.51	633.93	10.873
-284.46	621.33	10.449	-315.17	607.47	27.543	-353.12	678.91	95.929	-84.15	929.49	165.69	-310.41	681.5	79.442	-266.53	647.45	57.572	-313.94	713.91	102.54	-335.43	695.1	123.53	-260.23	633.73	10.84
-283.6	621.3	10.369	-313.75	608.41	29.148	-348.05	681.71	96.781	-77.824	932.36	164.55	-305.53	683.79	79.753	-263.36	647.01	57.698	-307.94	715.62	103.22	-330.11	698.11	124.09	-260.03	633.63	10.729
-282.65	621.08	10.387	-312.32	609.59	30.664	-343.08	684.7	97.463	-71.433	934.99	163.23	-300.52	685.74	80.169	-260.33	646.69	57.803	-302.36	718.01	103.54	-324.85	701.11	124.58	-259.82	633.49	10.644
